;batch_number;user_id;n_friends;batch_start_time;batch_end_time;batch_duratin;average_batch_duration;batch_start_fmt;batch_end_fmt;direction;missed_elements
3059;30;1098612;0;;;;;;;;
3060;30;1098932;0;;;;;;;;
3061;30;1098992;0;;;;;;;;
3062;30;1099768;0;;;;;;;;
3063;30;1099266;0;;;;;;;;
3064;30;1100688;0;;;;;;;;
3065;30;1101535;0;;;;;;;;
3066;30;1102242;0;;;;;;;;
3067;30;1102057;0;;;;;;;;
3068;30;1102361;0;;;;;;;;
3069;30;1102373;0;;;;;;;;
3070;30;1103137;0;;;;;;;;
3071;30;1103150;0;;;;;;;;
3072;30;1103639;0;;;;;;;;
3073;30;1103799;0;;;;;;;;
3074;30;1104058;0;;;;;;;;
3075;30;1104264;0;;;;;;;;
3076;30;1105329;0;;;;;;;;
3077;30;1105459;0;;;;;;;;
3078;30;1105528;0;;;;;;;;
3079;30;1105478;0;;;;;;;;
3080;30;1105589;0;;;;;;;;
3081;30;1105605;0;;;;;;;;
3082;30;1105771;0;;;;;;;;
3083;30;1105841;0;;;;;;;;
3084;30;1105856;0;;;;;;;;
3085;30;1106073;0;;;;;;;;
3086;30;1106222;0;;;;;;;;
3087;30;1106476;0;;;;;;;;
3088;30;1106484;0;;;;;;;;
3089;30;1106914;0;;;;;;;;
3090;30;1107494;0;;;;;;;;
3091;30;1107219;0;;;;;;;;
3092;30;1107630;0;;;;;;;;
3093;30;1107734;0;;;;;;;;
3094;30;1108086;0;;;;;;;;
3095;30;1108102;0;;;;;;;;
3096;30;1108241;0;;;;;;;;
3097;30;1108255;0;;;;;;;;
3098;30;1108552;0;;;;;;;;
3099;30;1108293;0;;;;;;;;
3100;31;1108585;0;1603965349.4367378;1603965363.5657248;14.128987073898315;17.164745792746544;2020-10-29 @ 15:55:49;2020-10-29 @ 15:56:03;;
3101;31;1109245;0;;;;;;;;
3102;31;1109084;0;;;;;;;;
3103;31;1108690;0;;;;;;;;
3104;31;1109294;0;;;;;;;;
3105;31;1109913;0;;;;;;;;
3106;31;1109392;0;;;;;;;;
3107;31;1109958;0;;;;;;;;
3108;31;1110050;0;;;;;;;;
3109;31;1110623;0;;;;;;;;
3110;31;1110474;0;;;;;;;;
3111;31;1110732;0;;;;;;;;
3112;31;1110845;0;;;;;;;;
3113;31;1111723;0;;;;;;;;
3114;31;1111397;0;;;;;;;;
3115;31;1111696;0;;;;;;;;
3116;31;1111854;0;;;;;;;;
3117;31;1111867;0;;;;;;;;
3118;31;1111879;0;;;;;;;;
3119;31;1112020;0;;;;;;;;
3120;31;1112412;0;;;;;;;;
3121;31;1113158;0;;;;;;;;
3122;31;1113769;0;;;;;;;;
3123;31;1114590;0;;;;;;;;
3124;31;1115481;0;;;;;;;;
3125;31;1115967;0;;;;;;;;
3126;31;1116132;0;;;;;;;;
3127;31;1116328;0;;;;;;;;
3128;31;1116414;0;;;;;;;;
3129;31;1116597;0;;;;;;;;
3130;31;1116607;0;;;;;;;;
3131;31;1116903;0;;;;;;;;
3132;31;1117259;0;;;;;;;;
3133;31;1117436;0;;;;;;;;
3134;31;1117902;0;;;;;;;;
3135;31;1117981;0;;;;;;;;
3136;31;1118336;0;;;;;;;;
3137;31;1118514;0;;;;;;;;
3138;31;1118539;0;;;;;;;;
3139;31;1118748;0;;;;;;;;
3140;31;1118981;0;;;;;;;;
3141;31;1120238;0;;;;;;;;
3142;31;1120172;0;;;;;;;;
3143;31;1120990;0;;;;;;;;
3144;31;1121145;0;;;;;;;;
3145;31;1121707;0;;;;;;;;
3146;31;1121240;0;;;;;;;;
3147;31;1121722;0;;;;;;;;
3148;31;1121799;0;;;;;;;;
3149;31;1122252;0;;;;;;;;
3150;31;1122076;0;;;;;;;;
3151;31;1122903;0;;;;;;;;
3152;31;1122939;0;;;;;;;;
3153;31;1123096;0;;;;;;;;
3154;31;1123150;0;;;;;;;;
3155;31;1123439;0;;;;;;;;
3156;31;1123669;0;;;;;;;;
3157;31;1124053;0;;;;;;;;
3158;31;1123915;0;;;;;;;;
3159;31;1124491;0;;;;;;;;
3160;31;1124556;0;;;;;;;;
3161;31;1124813;0;;;;;;;;
3162;31;1124790;0;;;;;;;;
3163;31;1124822;0;;;;;;;;
3164;31;1124898;0;;;;;;;;
3165;31;1125158;0;;;;;;;;
3166;31;1125172;0;;;;;;;;
3167;31;1125260;0;;;;;;;;
3168;31;1125419;0;;;;;;;;
3169;31;1126037;0;;;;;;;;
3170;31;1125512;0;;;;;;;;
3171;31;1126354;0;;;;;;;;
3172;31;1126541;0;;;;;;;;
3173;31;1126859;0;;;;;;;;
3174;31;1127168;0;;;;;;;;
3175;31;1127951;0;;;;;;;;
3176;31;1127959;0;;;;;;;;
3177;31;1128020;0;;;;;;;;
3178;31;1128308;0;;;;;;;;
3179;31;1128063;0;;;;;;;;
3180;31;1128414;0;;;;;;;;
3181;31;1128522;0;;;;;;;;
3182;31;1128934;0;;;;;;;;
3183;31;1129036;0;;;;;;;;
3184;31;1129271;0;;;;;;;;
3185;31;1129321;0;;;;;;;;
3186;31;1129387;0;;;;;;;;
3187;31;1129940;0;;;;;;;;
3188;31;1130280;0;;;;;;;;
3189;31;1131046;0;;;;;;;;
3190;31;1131514;0;;;;;;;;
3191;31;1132373;0;;;;;;;;
3192;31;1133174;0;;;;;;;;
3193;31;1133177;0;;;;;;;;
3194;31;1133965;0;;;;;;;;
3195;31;1133794;0;;;;;;;;
3196;31;1134038;0;;;;;;;;
3197;31;1134048;0;;;;;;;;
3198;31;1134205;0;;;;;;;;
3199;31;1134744;0;;;;;;;;
3200;32;1135298;0;1603965363.684809;1603965377.8648329;14.180023908615112;17.07429967504559;2020-10-29 @ 15:56:03;2020-10-29 @ 15:56:17;;
3201;32;1136012;0;;;;;;;;
3202;32;1135557;0;;;;;;;;
3203;32;1135637;0;;;;;;;;
3204;32;1136689;0;;;;;;;;
3205;32;1137009;0;;;;;;;;
3206;32;1137256;0;;;;;;;;
3207;32;1137734;0;;;;;;;;
3208;32;1138501;0;;;;;;;;
3209;32;1138650;0;;;;;;;;
3210;32;1139318;0;;;;;;;;
3211;32;1139322;0;;;;;;;;
3212;32;1139401;0;;;;;;;;
3213;32;1139769;0;;;;;;;;
3214;32;1139901;0;;;;;;;;
3215;32;1140018;0;;;;;;;;
3216;32;1140273;0;;;;;;;;
3217;32;1140376;0;;;;;;;;
3218;32;1140452;0;;;;;;;;
3219;32;1140764;0;;;;;;;;
3220;32;1141103;0;;;;;;;;
3221;32;1141194;0;;;;;;;;
3222;32;1141893;0;;;;;;;;
3223;32;1142189;0;;;;;;;;
3224;32;1142213;0;;;;;;;;
3225;32;1142838;0;;;;;;;;
3226;32;1143017;0;;;;;;;;
3227;32;1143091;0;;;;;;;;
3228;32;1143126;0;;;;;;;;
3229;32;1143231;0;;;;;;;;
3230;32;1143303;0;;;;;;;;
3231;32;1143743;0;;;;;;;;
3232;32;1143914;0;;;;;;;;
3233;32;1144500;0;;;;;;;;
3234;32;1144511;0;;;;;;;;
3235;32;1144792;0;;;;;;;;
3236;32;1144992;0;;;;;;;;
3237;32;1145042;0;;;;;;;;
3238;32;1145282;0;;;;;;;;
3239;32;1145313;0;;;;;;;;
3240;32;1145906;0;;;;;;;;
3241;32;1145910;0;;;;;;;;
3242;32;1146045;0;;;;;;;;
3243;32;1146553;0;;;;;;;;
3244;32;1146780;0;;;;;;;;
3245;32;1147017;0;;;;;;;;
3246;32;1147124;0;;;;;;;;
3247;32;1147154;0;;;;;;;;
3248;32;1147221;0;;;;;;;;
3249;32;1147582;0;;;;;;;;
3250;32;1147958;0;;;;;;;;
3251;32;1147964;0;;;;;;;;
3252;32;1148834;0;;;;;;;;
3253;32;1149055;0;;;;;;;;
3254;32;1149338;0;;;;;;;;
3255;32;1149429;0;;;;;;;;
3256;32;1149921;0;;;;;;;;
3257;32;1149933;0;;;;;;;;
3258;32;1150406;0;;;;;;;;
3259;32;1150756;0;;;;;;;;
3260;32;1151240;0;;;;;;;;
3261;32;1151262;0;;;;;;;;
3262;32;1151544;0;;;;;;;;
3263;32;1152123;0;;;;;;;;
3264;32;1152250;0;;;;;;;;
3265;32;1152323;0;;;;;;;;
3266;32;1152489;0;;;;;;;;
3267;32;1152605;0;;;;;;;;
3268;32;1152617;0;;;;;;;;
3269;32;1152819;0;;;;;;;;
3270;32;1152832;0;;;;;;;;
3271;32;1153158;0;;;;;;;;
3272;32;1153250;0;;;;;;;;
3273;32;1153343;0;;;;;;;;
3274;32;1153392;0;;;;;;;;
3275;32;1153462;0;;;;;;;;
3276;32;1153899;0;;;;;;;;
3277;32;1153997;0;;;;;;;;
3278;32;1154008;0;;;;;;;;
3279;32;1154330;0;;;;;;;;
3280;32;1154485;0;;;;;;;;
3281;32;1154620;0;;;;;;;;
3282;32;1154826;0;;;;;;;;
3283;32;1154895;0;;;;;;;;
3284;32;1155181;0;;;;;;;;
3285;32;1155236;0;;;;;;;;
3286;32;1155648;0;;;;;;;;
3287;32;1155834;0;;;;;;;;
3288;32;1156183;0;;;;;;;;
3289;32;1156791;0;;;;;;;;
3290;32;1159033;0;;;;;;;;
3291;32;1159097;0;;;;;;;;
3292;32;1159100;0;;;;;;;;
3293;32;1159464;0;;;;;;;;
3294;32;1159907;0;;;;;;;;
3295;32;1160205;0;;;;;;;;
3296;32;1160210;0;;;;;;;;
3297;32;1160345;0;;;;;;;;
3298;32;1160505;0;;;;;;;;
3299;32;1161238;0;;;;;;;;
3300;33;1161337;0;1603965377.9729097;1603965392.4000494;14.42714023590088;16.99644204448251;2020-10-29 @ 15:56:17;2020-10-29 @ 15:56:32;;
3301;33;1161536;0;;;;;;;;
3302;33;1162027;0;;;;;;;;
3303;33;1162106;0;;;;;;;;
3304;33;1163167;0;;;;;;;;
3305;33;1162307;0;;;;;;;;
3306;33;1162928;0;;;;;;;;
3307;33;1163290;0;;;;;;;;
3308;33;1163618;0;;;;;;;;
3309;33;1163753;0;;;;;;;;
3310;33;1163885;0;;;;;;;;
3311;33;1164199;0;;;;;;;;
3312;33;1164231;0;;;;;;;;
3313;33;1164795;0;;;;;;;;
3314;33;1164928;0;;;;;;;;
3315;33;1165175;0;;;;;;;;
3316;33;1166414;0;;;;;;;;
3317;33;1166475;0;;;;;;;;
3318;33;1165870;0;;;;;;;;
3319;33;1165219;0;;;;;;;;
3320;33;1166617;0;;;;;;;;
3321;33;1166621;0;;;;;;;;
3322;33;1166670;0;;;;;;;;
3323;33;1166675;0;;;;;;;;
3324;33;1166685;0;;;;;;;;
3325;33;1166715;0;;;;;;;;
3326;33;1166724;0;;;;;;;;
3327;33;1166751;0;;;;;;;;
3328;33;1166772;0;;;;;;;;
3329;33;1166757;0;;;;;;;;
3330;33;1166808;0;;;;;;;;
3331;33;1166813;0;;;;;;;;
3332;33;1166828;0;;;;;;;;
3333;33;1166844;0;;;;;;;;
3334;33;1166915;0;;;;;;;;
3335;33;1166945;0;;;;;;;;
3336;33;1166994;0;;;;;;;;
3337;33;1167352;0;;;;;;;;
3338;33;1167442;0;;;;;;;;
3339;33;1167503;0;;;;;;;;
3340;33;1167594;0;;;;;;;;
3341;33;1168391;0;;;;;;;;
3342;33;1168292;0;;;;;;;;
3343;33;1168640;0;;;;;;;;
3344;33;1169165;0;;;;;;;;
3345;33;1169168;0;;;;;;;;
3346;33;1169718;0;;;;;;;;
3347;33;1170242;0;;;;;;;;
3348;33;1170436;0;;;;;;;;
3349;33;1170466;0;;;;;;;;
3350;33;1170535;0;;;;;;;;
3351;33;1170537;0;;;;;;;;
3352;33;1170689;0;;;;;;;;
3353;33;1170698;0;;;;;;;;
3354;33;1171085;0;;;;;;;;
3355;33;1172277;0;;;;;;;;
3356;33;1173357;0;;;;;;;;
3357;33;1172397;0;;;;;;;;
3358;33;1173395;0;;;;;;;;
3359;33;1173461;0;;;;;;;;
3360;33;1173771;0;;;;;;;;
3361;33;1173798;0;;;;;;;;
3362;33;1174109;0;;;;;;;;
3363;33;1174139;0;;;;;;;;
3364;33;1174267;0;;;;;;;;
3365;33;1174335;0;;;;;;;;
3366;33;1174746;0;;;;;;;;
3367;33;1174871;0;;;;;;;;
3368;33;1174779;0;;;;;;;;
3369;33;1174873;0;;;;;;;;
3370;33;1174879;0;;;;;;;;
3371;33;1174926;0;;;;;;;;
3372;33;1175010;0;;;;;;;;
3373;33;1175038;0;;;;;;;;
3374;33;1175392;0;;;;;;;;
3375;33;1175513;0;;;;;;;;
3376;33;1175751;0;;;;;;;;
3377;33;1175791;0;;;;;;;;
3378;33;1176204;0;;;;;;;;
3379;33;1176497;0;;;;;;;;
3380;33;1177475;0;;;;;;;;
3381;33;1177136;0;;;;;;;;
3382;33;1177620;0;;;;;;;;
3383;33;1177820;0;;;;;;;;
3384;33;1177858;0;;;;;;;;
3385;33;1177896;0;;;;;;;;
3386;33;1177015;0;;;;;;;;
3387;33;1178164;0;;;;;;;;
3388;33;1178230;0;;;;;;;;
3389;33;1178784;0;;;;;;;;
3390;33;1178797;0;;;;;;;;
3391;33;1178827;0;;;;;;;;
3392;33;1178852;0;;;;;;;;
3393;33;1179000;0;;;;;;;;
3394;33;1179086;0;;;;;;;;
3395;33;1179107;0;;;;;;;;
3396;33;1179174;0;;;;;;;;
3397;33;1179212;0;;;;;;;;
3398;33;1179226;0;;;;;;;;
3399;33;1179328;0;;;;;;;;
3400;34;1180020;0;1603965392.6322145;1603965406.7251759;14.092961549758911;16.91348545891898;2020-10-29 @ 15:56:32;2020-10-29 @ 15:56:46;;
3401;34;1179949;0;;;;;;;;
3402;34;1180130;0;;;;;;;;
3403;34;1180159;0;;;;;;;;
3404;34;1180787;0;;;;;;;;
3405;34;1181517;0;;;;;;;;
3406;34;1181330;0;;;;;;;;
3407;34;1181592;0;;;;;;;;
3408;34;1181634;0;;;;;;;;
3409;34;1181687;0;;;;;;;;
3410;34;1181857;0;;;;;;;;
3411;34;1181707;0;;;;;;;;
3412;34;1181923;0;;;;;;;;
3413;34;1182171;0;;;;;;;;
3414;34;1182505;0;;;;;;;;
3415;34;1182211;0;;;;;;;;
3416;34;1182656;0;;;;;;;;
3417;34;1182682;0;;;;;;;;
3418;34;1183031;0;;;;;;;;
3419;34;1182699;0;;;;;;;;
3420;34;1183120;0;;;;;;;;
3421;34;1183221;0;;;;;;;;
3422;34;1183403;0;;;;;;;;
3423;34;1183838;0;;;;;;;;
3424;34;1183870;0;;;;;;;;
3425;34;1183959;0;;;;;;;;
3426;34;1184631;0;;;;;;;;
3427;34;1184692;0;;;;;;;;
3428;34;1184760;0;;;;;;;;
3429;34;1184841;0;;;;;;;;
3430;34;1185495;0;;;;;;;;
3431;34;1185807;0;;;;;;;;
3432;34;1186320;0;;;;;;;;
3433;34;1186778;0;;;;;;;;
3434;34;1187755;0;;;;;;;;
3435;34;1187300;0;;;;;;;;
3436;34;1187760;0;;;;;;;;
3437;34;1187912;0;;;;;;;;
3438;34;1188079;0;;;;;;;;
3439;34;1188218;0;;;;;;;;
3440;34;1188340;0;;;;;;;;
3441;34;1188639;0;;;;;;;;
3442;34;1188658;0;;;;;;;;
3443;34;1189196;0;;;;;;;;
3444;34;1189240;0;;;;;;;;
3445;34;1189478;0;;;;;;;;
3446;34;1189512;0;;;;;;;;
3447;34;1189566;0;;;;;;;;
3448;34;1189808;0;;;;;;;;
3449;34;1190477;0;;;;;;;;
3450;34;1190740;0;;;;;;;;
3451;34;1191038;0;;;;;;;;
3452;34;1191051;0;;;;;;;;
3453;34;1191092;0;;;;;;;;
3454;34;1191119;0;;;;;;;;
3455;34;1191182;0;;;;;;;;
3456;34;1191320;0;;;;;;;;
3457;34;1191399;0;;;;;;;;
3458;34;1191495;0;;;;;;;;
3459;34;1191542;0;;;;;;;;
3460;34;1191722;0;;;;;;;;
3461;34;1192278;0;;;;;;;;
3462;34;1192283;0;;;;;;;;
3463;34;1192365;0;;;;;;;;
3464;34;1192399;0;;;;;;;;
3465;34;1192570;0;;;;;;;;
3466;34;1192614;0;;;;;;;;
3467;34;1192624;0;;;;;;;;
3468;34;1192882;0;;;;;;;;
3469;34;1192885;0;;;;;;;;
3470;34;1192993;0;;;;;;;;
3471;34;1193011;0;;;;;;;;
3472;34;1193072;0;;;;;;;;
3473;34;1193209;0;;;;;;;;
3474;34;1193562;0;;;;;;;;
3475;34;1193658;0;;;;;;;;
3476;34;1194170;0;;;;;;;;
3477;34;1194277;0;;;;;;;;
3478;34;1194331;0;;;;;;;;
3479;34;1194591;0;;;;;;;;
3480;34;1195048;0;;;;;;;;
3481;34;1195065;0;;;;;;;;
3482;34;1196096;0;;;;;;;;
3483;34;1196258;0;;;;;;;;
3484;34;1196419;0;;;;;;;;
3485;34;1196429;0;;;;;;;;
3486;34;1196777;0;;;;;;;;
3487;34;1197067;0;;;;;;;;
3488;34;1197329;0;;;;;;;;
3489;34;1197502;0;;;;;;;;
3490;34;1197836;0;;;;;;;;
3491;34;1198025;0;;;;;;;;
3492;34;1198075;0;;;;;;;;
3493;34;1198417;0;;;;;;;;
3494;34;1198448;0;;;;;;;;
3495;34;1198911;0;;;;;;;;
3496;34;1199040;0;;;;;;;;
3497;34;1199185;0;;;;;;;;
3498;34;1199197;0;;;;;;;;
3499;34;1199398;0;;;;;;;;
3500;35;1199703;0;1603965406.8322518;1603965421.0182786;14.18602728843689;16.837722731961147;2020-10-29 @ 15:56:46;2020-10-29 @ 15:57:01;;
3501;35;1199884;0;;;;;;;;
3502;35;1199920;0;;;;;;;;
3503;35;1199957;0;;;;;;;;
3504;35;1200307;0;;;;;;;;
3505;35;1200684;0;;;;;;;;
3506;35;1200404;0;;;;;;;;
3507;35;1200970;0;;;;;;;;
3508;35;1201010;0;;;;;;;;
3509;35;1201256;0;;;;;;;;
3510;35;1201846;0;;;;;;;;
3511;35;1201722;0;;;;;;;;
3512;35;1202572;0;;;;;;;;
3513;35;1202374;0;;;;;;;;
3514;35;1202683;0;;;;;;;;
3515;35;1202691;0;;;;;;;;
3516;35;1202708;0;;;;;;;;
3517;35;1202727;0;;;;;;;;
3518;35;1202728;0;;;;;;;;
3519;35;1202759;0;;;;;;;;
3520;35;1203047;0;;;;;;;;
3521;35;1203102;0;;;;;;;;
3522;35;1203142;0;;;;;;;;
3523;35;1203218;0;;;;;;;;
3524;35;1203293;0;;;;;;;;
3525;35;1203525;0;;;;;;;;
3526;35;1203641;0;;;;;;;;
3527;35;1203820;0;;;;;;;;
3528;35;1203869;0;;;;;;;;
3529;35;1204312;0;;;;;;;;
3530;35;1204628;0;;;;;;;;
3531;35;1205034;0;;;;;;;;
3532;35;1205321;0;;;;;;;;
3533;35;1205382;0;;;;;;;;
3534;35;1205384;0;;;;;;;;
3535;35;1205529;0;;;;;;;;
3536;35;1205602;0;;;;;;;;
3537;35;1205708;0;;;;;;;;
3538;35;1206227;0;;;;;;;;
3539;35;1206686;0;;;;;;;;
3540;35;1206966;0;;;;;;;;
3541;35;1207154;0;;;;;;;;
3542;35;1207156;0;;;;;;;;
3543;35;1207184;0;;;;;;;;
3544;35;1207222;0;;;;;;;;
3545;35;1207259;0;;;;;;;;
3546;35;1207383;0;;;;;;;;
3547;35;1207454;0;;;;;;;;
3548;35;1207489;0;;;;;;;;
3549;35;1207587;0;;;;;;;;
3550;35;1207633;0;;;;;;;;
3551;35;1208312;0;;;;;;;;
3552;35;1209001;0;;;;;;;;
3553;35;1209083;0;;;;;;;;
3554;35;1209352;0;;;;;;;;
3555;35;1209493;0;;;;;;;;
3556;35;1209931;0;;;;;;;;
3557;35;1210406;0;;;;;;;;
3558;35;1210803;0;;;;;;;;
3559;35;1210890;0;;;;;;;;
3560;35;1211498;0;;;;;;;;
3561;35;1211596;0;;;;;;;;
3562;35;1212028;0;;;;;;;;
3563;35;1212080;0;;;;;;;;
3564;35;1214049;0;;;;;;;;
3565;35;1214416;0;;;;;;;;
3566;35;1214563;0;;;;;;;;
3567;35;1214694;0;;;;;;;;
3568;35;1214998;0;;;;;;;;
3569;35;1215386;0;;;;;;;;
3570;35;1215446;0;;;;;;;;
3571;35;1215589;0;;;;;;;;
3572;35;1215596;0;;;;;;;;
3573;35;1216196;0;;;;;;;;
3574;35;1216284;0;;;;;;;;
3575;35;1216478;0;;;;;;;;
3576;35;1216597;0;;;;;;;;
3577;35;1216756;0;;;;;;;;
3578;35;1216763;0;;;;;;;;
3579;35;1217069;0;;;;;;;;
3580;35;1217248;0;;;;;;;;
3581;35;1217252;0;;;;;;;;
3582;35;1217325;0;;;;;;;;
3583;35;1217470;0;;;;;;;;
3584;35;1217793;0;;;;;;;;
3585;35;1217636;0;;;;;;;;
3586;35;1218023;0;;;;;;;;
3587;35;1218214;0;;;;;;;;
3588;35;1218427;0;;;;;;;;
3589;35;1218373;0;;;;;;;;
3590;35;1218482;0;;;;;;;;
3591;35;1218683;0;;;;;;;;
3592;35;1220654;0;;;;;;;;
3593;35;1221131;0;;;;;;;;
3594;35;1221566;0;;;;;;;;
3595;35;1222310;0;;;;;;;;
3596;35;1221970;0;;;;;;;;
3597;35;1222457;0;;;;;;;;
3598;35;1222467;0;;;;;;;;
3599;35;1222543;0;;;;;;;;
3600;36;1223352;0;1603965421.1573775;1603965454.302808;33.14543056488037;17.278471592310314;2020-10-29 @ 15:57:01;2020-10-29 @ 15:57:34;;
3601;36;1222849;73;;;;;;;;
3602;36;1223551;30;;;;;;;;
3603;36;1223201;57;;;;;;;;
3604;36;1223999;0;;;;;;;;
3605;36;1224059;0;;;;;;;;
3606;36;1224340;118;;;;;;;;
3607;36;1224110;184;;;;;;;;
3608;36;1224441;113;;;;;;;;
3609;36;1225059;0;;;;;;;;
3610;36;1224616;329;;;;;;;;
3611;36;1225737;0;;;;;;;;
3612;36;1225149;177;;;;;;;;
3613;36;1225989;96;;;;;;;;
3614;36;1226219;209;;;;;;;;
3615;36;1226243;137;;;;;;;;
3616;36;1225748;652;;;;;;;;
3617;36;1227129;0;;;;;;;;
3618;36;1227281;10;;;;;;;;
3619;36;1227298;15;;;;;;;;
3620;36;1226369;842;;;;;;;;
3621;36;1227348;0;;;;;;;;
3622;36;1226538;1184;;;;;;;;
3623;36;1227503;101;;;;;;;;
3624;36;1228647;228;;;;;;;;
3625;36;1228354;650;;;;;;;;
3626;36;1228683;86;;;;;;;;
3627;36;1228917;233;;;;;;;;
3628;36;1229778;0;;;;;;;;
3629;36;1229766;389;;;;;;;;
3630;36;1229790;0;;;;;;;;
3631;36;1230730;91;;;;;;;;
3632;36;1230762;101;;;;;;;;
3633;36;1230512;794;;;;;;;;
3634;36;1231186;2;;;;;;;;
3635;36;1228612;2341;;;;;;;;
3636;36;1230934;345;;;;;;;;
3637;36;1231233;0;;;;;;;;
3638;36;1231553;150;;;;;;;;
3639;36;1231573;320;;;;;;;;
3640;36;1225382;5000;;;;;;;;
3641;36;1231647;190;;;;;;;;
3642;36;1231929;129;;;;;;;;
3643;36;1232049;173;;;;;;;;
3644;36;1232403;62;;;;;;;;
3645;36;1232917;0;;;;;;;;
3646;36;1232039;352;;;;;;;;
3647;36;1233191;125;;;;;;;;
3648;36;1231938;634;;;;;;;;
3649;36;1233940;25;;;;;;;;
3650;36;1233499;194;;;;;;;;
3651;36;1236107;0;;;;;;;;
3652;36;1235471;171;;;;;;;;
3653;36;1235621;116;;;;;;;;
3654;36;1236401;0;;;;;;;;
3655;36;1236445;34;;;;;;;;
3656;36;1236592;36;;;;;;;;
3657;36;1237398;0;;;;;;;;
3658;36;1236815;72;;;;;;;;
3659;36;1237525;213;;;;;;;;
3660;36;1238374;100;;;;;;;;
3661;36;1237743;253;;;;;;;;
3662;36;1238441;320;;;;;;;;
3663;36;1238760;0;;;;;;;;
3664;36;1238536;192;;;;;;;;
3665;36;1239189;0;;;;;;;;
3666;36;1238810;120;;;;;;;;
3667;36;1240036;77;;;;;;;;
3668;36;1240276;130;;;;;;;;
3669;36;1240311;0;;;;;;;;
3670;36;1239599;199;;;;;;;;
3671;36;1241664;41;;;;;;;;
3672;36;1241408;258;;;;;;;;
3673;36;1241481;276;;;;;;;;
3674;36;1241727;292;;;;;;;;
3675;36;1241735;225;;;;;;;;
3676;36;1241738;116;;;;;;;;
3677;36;1241767;108;;;;;;;;
3678;36;1241851;447;;;;;;;;
3679;36;1241934;0;;;;;;;;
3680;36;1242025;29;;;;;;;;
3681;36;1241854;336;;;;;;;;
3682;36;1242236;75;;;;;;;;
3683;36;1242374;175;;;;;;;;
3684;36;1239581;2659;;;;;;;;
3685;36;1242671;137;;;;;;;;
3686;36;1243019;0;;;;;;;;
3687;36;1242727;158;;;;;;;;
3688;36;1243328;87;;;;;;;;
3689;36;1243521;48;;;;;;;;
3690;36;1243365;70;;;;;;;;
3691;36;1243531;0;;;;;;;;
3692;36;1243673;0;;;;;;;;
3693;36;1244471;63;;;;;;;;
3694;36;1243737;167;;;;;;;;
3695;36;1244041;249;;;;;;;;
3696;36;1244648;134;;;;;;;;
3697;36;1244741;11;;;;;;;;
3698;36;1244894;32;;;;;;;;
3699;36;1244937;87;;;;;;;;
3700;37;1245283;81;1603965454.4238925;1603965480.4743073;26.05041480064392;17.509312203055934;2020-10-29 @ 15:57:34;2020-10-29 @ 15:58:00;;
3701;37;1245893;88;;;;;;;;
3702;37;1245484;85;;;;;;;;
3703;37;1245141;117;;;;;;;;
3704;37;1247791;0;;;;;;;;
3705;37;1248004;0;;;;;;;;
3706;37;1247937;354;;;;;;;;
3707;37;1247711;212;;;;;;;;
3708;37;1248842;352;;;;;;;;
3709;37;1249030;244;;;;;;;;
3710;37;1249064;147;;;;;;;;
3711;37;1249682;255;;;;;;;;
3712;37;1249963;252;;;;;;;;
3713;37;1250202;192;;;;;;;;
3714;37;1250268;205;;;;;;;;
3715;37;1250726;89;;;;;;;;
3716;37;1250761;84;;;;;;;;
3717;37;1250331;323;;;;;;;;
3718;37;1250977;88;;;;;;;;
3719;37;1250510;499;;;;;;;;
3720;37;1252177;34;;;;;;;;
3721;37;1251771;251;;;;;;;;
3722;37;1251338;479;;;;;;;;
3723;37;1253160;417;;;;;;;;
3724;37;1253198;49;;;;;;;;
3725;37;1253194;273;;;;;;;;
3726;37;1253203;155;;;;;;;;
3727;37;1253289;138;;;;;;;;
3728;37;1253204;166;;;;;;;;
3729;37;1253473;0;;;;;;;;
3730;37;1253455;133;;;;;;;;
3731;37;1253591;0;;;;;;;;
3732;37;1253446;413;;;;;;;;
3733;37;1253597;0;;;;;;;;
3734;37;1253911;0;;;;;;;;
3735;37;1253865;203;;;;;;;;
3736;37;1253867;213;;;;;;;;
3737;37;1253917;6;;;;;;;;
3738;37;1254015;24;;;;;;;;
3739;37;1254037;67;;;;;;;;
3740;37;1254333;265;;;;;;;;
3741;37;1255035;6;;;;;;;;
3742;37;1254595;228;;;;;;;;
3743;37;1255314;0;;;;;;;;
3744;37;1255045;119;;;;;;;;
3745;37;1255371;100;;;;;;;;
3746;37;1255464;83;;;;;;;;
3747;37;1255714;72;;;;;;;;
3748;37;1256434;126;;;;;;;;
3749;37;1253173;3182;;;;;;;;
3750;37;1256870;91;;;;;;;;
3751;37;1256759;312;;;;;;;;
3752;37;1256949;0;;;;;;;;
3753;37;1256874;169;;;;;;;;
3754;37;1256962;273;;;;;;;;
3755;37;1257172;86;;;;;;;;
3756;37;1257174;76;;;;;;;;
3757;37;1257494;0;;;;;;;;
3758;37;1257894;77;;;;;;;;
3759;37;1258481;27;;;;;;;;
3760;37;1257923;243;;;;;;;;
3761;37;1257106;884;;;;;;;;
3762;37;1258518;54;;;;;;;;
3763;37;1258881;90;;;;;;;;
3764;37;1259738;0;;;;;;;;
3765;37;1259747;2;;;;;;;;
3766;37;1260570;0;;;;;;;;
3767;37;1260576;93;;;;;;;;
3768;37;1260648;197;;;;;;;;
